sn,staff_id,working_hours,job_level,salary
37416,ST-63495178-NBC19,Part-time,Entry,1789.43
37417,ST-57106807-LDL22,Full-time,Senior,19620.83
37418,ST-75699798-NLS8,Full-time,Senior,12186.81
37419,ST-24594352-RKS19,Part-time,Senior,9579.32
37420,ST-72766006-JJH5,Part-time,Entry,2238.66
37421,ST-98831312-JAA15,Part-time,Entry,1494.46
37422,ST-32956539-DCC3,Full-time,Entry,4476.40
37423,ST-56683696-DLE22,Full-time,Mid,3832.61
37424,ST-28706952-OVF24,Part-time,Mid,775.10
37425,ST-14582740-BDM18,Part-time,Entry,1239.12
37426,ST-37482070-FCW20,Full-time,Senior,12615.19
37427,ST-61820877-CAW14,Part-time,Mid,1901.02
37428,ST-52163481-LKS18,Part-time,Mid,2072.14
37429,ST-50229248-MBL2,Full-time,Senior,16708.44
37430,ST-86824160-LAE1,Full-time,Executive,20541.07
37431,ST-76597549-MPC21,Part-time,Mid,1466.66
37432,ST-58983872-LKH4,Full-time,Entry,4353.67
37433,ST-55201744-WMP8,Part-time,Mid,1142.58
37434,ST-19018631-MSM6,Part-time,Mid,1733.00
37435,ST-79978850-AAT13,Full-time,Senior,12241.63
37436,ST-56844327-BGH21,Part-time,Entry,1593.75
37437,ST-94160926-CVB19,Part-time,Entry,877.99
37438,ST-13476025-JJG18,Full-time,Mid,3462.48
37439,ST-85737164-SSH6,Part-time,Entry,2007.12
37440,ST-35120610-LRR22,Full-time,Mid,4158.81
37441,ST-27601338-ACD24,Full-time,Senior,15029.67
37442,ST-34681503-AME2,Part-time,Entry,2235.75
37443,ST-11777215-MLJ20,Part-time,Entry,1738.63
37444,ST-97053839-CAB24,Full-time,Senior,13519.12
37445,ST-58356781-KLJ11,Full-time,Mid,3701.22
37446,ST-88088966-MMG8,Part-time,Entry,1124.12
37447,ST-91484360-SCW12,Full-time,Entry,4266.34
37448,ST-10346923-CJH15,Part-time,Mid,1237.46
37449,ST-87676269-LMM9,Part-time,Senior,8285.77
37450,ST-94092144-MGS22,Full-time,Mid,4283.65
37451,ST-36219860-RTR18,Part-time,Senior,7523.64
37452,ST-15026883-RCF1,Full-time,Executive,30899.64
37453,ST-59761420-KJG21,Part-time,Senior,8145.70
37454,ST-11473663-ATG15,Part-time,Senior,6109.96
37455,ST-56690610-BSP22,Part-time,Senior,9578.47
37456,ST-62276738-PTH13,Full-time,Senior,12700.07
37457,ST-98079088-JJS12,Full-time,Senior,15664.39
37458,ST-40291039-CTL7,Full-time,Mid,3553.39
37459,ST-97233438-SDP13,Full-time,Senior,13663.10
37460,ST-68482445-EJA21,Full-time,Senior,11667.83
37461,ST-81802381-BBB19,Part-time,Senior,8957.26
37462,ST-39538009-KJB9,Full-time,Entry,4505.66
37463,ST-42598387-KMR13,Part-time,Senior,6383.66
37464,ST-42023413-MMP4,Full-time,Senior,11059.12
37465,ST-65136354-KJH11,Full-time,Mid,3384.08
37466,ST-29642710-KMS15,Full-time,Mid,3164.71
37467,ST-52031463-MKS20,Part-time,Entry,1716.42
37468,ST-88275908-EKF1,Full-time,Executive,26325.57
37469,ST-87991529-NCM3,Part-time,Senior,7021.25
37470,ST-60058781-KTA12,Full-time,Entry,2571.33
37471,ST-68709210-MNO21,Full-time,Entry,4282.43
37472,ST-43040379-JKG14,Full-time,Entry,3745.92
37473,ST-32837246-EJB4,Full-time,Mid,4828.03
37474,ST-46595275-DEL3,Full-time,Senior,12345.58
37475,ST-10231624-JMH18,Part-time,Entry,2020.72
37476,ST-29830752-TAS24,Part-time,Mid,1375.15
37477,ST-56381065-MMS9,Part-time,Entry,1759.36
37478,ST-63902566-LCM1,Full-time,Executive,23317.97
37479,ST-13905496-KGM11,Part-time,Senior,8788.17
37480,ST-69559689-ACE21,Full-time,Senior,17669.48
37481,ST-79326924-RMM6,Full-time,Mid,2510.60
37482,ST-95302731-PGM1,Full-time,Executive,34287.72
37483,ST-67059062-CDN20,Full-time,Senior,16108.42
37484,ST-21551364-LWP7,Part-time,Mid,1187.15
37485,ST-41772030-RLB18,Part-time,Mid,1937.45
37486,ST-18845620-SEB22,Part-time,Entry,2129.26
37487,ST-40391829-LLC24,Part-time,Entry,1786.38
37488,ST-15929145-MBJ10,Full-time,Senior,15587.24
37489,ST-86352970-AEC17,Full-time,Mid,3323.85
37490,ST-71493892-MZH1,Full-time,Executive,28635.89
37491,ST-46593483-LCJ11,Full-time,Entry,3104.64
37492,ST-17143733-JJM8,Part-time,Entry,1183.85
37493,ST-93531790-BCW13,Part-time,Mid,1728.24
37494,ST-37250191-LJB13,Full-time,Entry,2558.71
37495,ST-42084948-SAB4,Part-time,Mid,2187.31
37496,ST-47240314-JRJ24,Full-time,Entry,2870.22
37497,ST-52931720-KDP3,Part-time,Mid,1097.53
37498,ST-34787375-DEM22,Full-time,Entry,4894.72
37499,ST-64908061-CCM6,Full-time,Senior,19890.30
37500,ST-19873721-SBV8,Part-time,Senior,8289.53
37501,ST-43824675-MSN15,Part-time,Mid,2141.69
37502,ST-86709124-KSM6,Full-time,Mid,3732.28
37503,ST-13463842-SGC16,Full-time,Entry,2939.72
37504,ST-54491912-JKM7,Full-time,Senior,11133.99
37505,ST-30303295-APB23,Full-time,Entry,4482.10
37506,ST-90383181-JLB15,Part-time,Senior,7526.46
37507,ST-25181391-GJT16,Part-time,Entry,927.97
37508,ST-46254983-CDB21,Part-time,Mid,2243.17
37509,ST-19841729-JRM17,Part-time,Entry,1556.91
37510,ST-65854980-STD23,Full-time,Mid,4351.89
37511,ST-72671848-JPG18,Full-time,Entry,3980.19
37512,ST-66892576-NJW24,Part-time,Mid,765.14
37513,ST-72633150-AJA11,Full-time,Mid,3730.37
37514,ST-91329915-FKS11,Part-time,Mid,2339.75
37515,ST-55298323-CPH18,Full-time,Mid,3861.74
37516,ST-87958297-ALJ18,Full-time,Mid,3783.86
37517,ST-12478969-KNS1,Full-time,Executive,30256.69
37518,ST-55489397-CKC9,Full-time,Mid,4464.74
37519,ST-78207957-LRK24,Part-time,Senior,8499.58
37520,ST-64188948-GLE9,Full-time,Senior,19832.54
37521,ST-38539197-VBK15,Full-time,Senior,13236.19
37522,ST-53745715-DCG2,Full-time,Entry,3376.69
37523,ST-21558351-JEG7,Full-time,Mid,4579.89
37524,ST-35935067-DSS16,Part-time,Entry,1724.62
37525,ST-54762263-SLM4,Part-time,Senior,8493.78
37526,ST-22291631-CKH23,Full-time,Senior,10371.41
37527,ST-81021542-RJM13,Part-time,Mid,1503.08
37528,ST-48640095-JJA14,Part-time,Mid,1107.25
37529,ST-58811006-ACY12,Part-time,Mid,1637.55
37530,ST-99952349-PTB10,Part-time,Entry,1813.42
37531,ST-32116568-TTH1,Full-time,Executive,30039.75
37532,ST-29054100-LDS13,Part-time,Senior,6796.38
37533,ST-10218850-SHR13,Full-time,Senior,12950.15
37534,ST-39719256-VCE7,Part-time,Mid,1061.74
37535,ST-92056434-NAE5,Part-time,Entry,1932.27
37536,ST-94769770-ARM5,Part-time,Entry,925.75
37537,ST-55868299-MCB16,Full-time,Mid,4500.41
37538,ST-14110902-JJH13,Full-time,Mid,4526.21
37539,ST-39813687-MKD20,Part-time,Entry,1839.24
37540,ST-19932566-CPM6,Part-time,Mid,1267.14
37541,ST-63580200-CLN15,Full-time,Senior,17337.97
37542,ST-77548441-JDK2,Part-time,Senior,7838.62
37543,ST-10901046-CAJ23,Part-time,Entry,2324.26
37544,ST-32166475-AMB16,Part-time,Entry,2158.80
37545,ST-62856287-DDJ12,Part-time,Mid,2210.25
37546,ST-40009316-KJS16,Part-time,Senior,6137.10
37547,ST-18839417-VAC16,Full-time,Entry,4913.41
37548,ST-73497501-SSS17,Part-time,Senior,8114.53
37549,ST-24674962-LCH12,Full-time,Mid,4943.44
37550,ST-35029418-BJH24,Full-time,Senior,17153.68
37551,ST-64446280-TLH24,Part-time,Senior,7466.13
37552,ST-26002526-EJO14,Part-time,Entry,1091.89
37553,ST-42786261-TMD24,Full-time,Entry,2922.86
37554,ST-95704112-MDB23,Part-time,Senior,9571.01
37555,ST-74459957-JJR23,Full-time,Entry,4510.68
37556,ST-94179615-RST3,Full-time,Mid,3654.48
37557,ST-10455625-ASR19,Part-time,Mid,706.49
37558,ST-89230140-MEB9,Part-time,Entry,1592.41
37559,ST-17288205-AGR15,Part-time,Mid,2046.29
37560,ST-87819211-PBC21,Part-time,Mid,2226.87
37561,ST-98130394-MLD13,Part-time,Mid,2362.64
37562,ST-99313022-EAB14,Full-time,Senior,16419.52
37563,ST-40950418-JJJ10,Full-time,Senior,12620.99
37564,ST-66363241-CLM9,Part-time,Mid,1885.65
37565,ST-40375148-KFW8,Part-time,Entry,1930.60
37566,ST-28479722-TDM4,Full-time,Entry,2673.04
37567,ST-79438703-JGH2,Full-time,Entry,3750.60
37568,ST-67579151-SKN8,Full-time,Senior,12199.14
37569,ST-51990914-JJP11,Full-time,Senior,17707.45
37570,ST-88018758-AJD9,Full-time,Mid,3550.19
37571,ST-44660096-JAA12,Full-time,Mid,4276.28
37572,ST-78154533-JDC17,Part-time,Entry,2067.78
37573,ST-10095799-JBC12,Part-time,Entry,933.34
37574,ST-93506254-JRB3,Full-time,Mid,4509.85
37575,ST-63191527-ACW23,Part-time,Entry,1242.25
37576,ST-56019540-BMC11,Part-time,Entry,2256.29
37577,ST-18840437-TKD19,Part-time,Senior,6001.11
37578,ST-18175081-PCN8,Full-time,Entry,3133.40
37579,ST-50392275-TCZ10,Full-time,Mid,4632.53
37580,ST-59113708-JPG12,Part-time,Mid,1759.35
37581,ST-72184559-LGA8,Full-time,Entry,3058.75
37582,ST-66555848-BLL14,Part-time,Mid,997.97
37583,ST-28143644-AML8,Full-time,Mid,4817.55
37584,ST-17333634-AMB14,Full-time,Senior,14070.96
37585,ST-69296975-SCB15,Part-time,Mid,974.57
37586,ST-70079668-MJW19,Part-time,Entry,1973.70
37587,ST-90965705-MKF8,Part-time,Mid,2013.00
37588,ST-44603902-AHB1,Full-time,Executive,32812.73
37589,ST-44335396-TEH16,Part-time,Entry,1486.70
37590,ST-64247226-BJC23,Part-time,Senior,7810.23
37591,ST-69979788-WMD17,Full-time,Mid,3739.48
37592,ST-15726664-RJM21,Full-time,Entry,4839.34
37593,ST-33332220-BSB18,Full-time,Entry,4525.86
37594,ST-10404395-CAG2,Full-time,Senior,19068.25
37595,ST-68564764-PJM1,Full-time,Executive,32621.18
37596,ST-54075810-JGB13,Part-time,Senior,8685.85
37597,ST-14574798-VVG16,Full-time,Mid,4881.23
37598,ST-43140858-JJC11,Part-time,Entry,2260.50
37599,ST-26308321-JMB24,Full-time,Mid,3812.65
37600,ST-21456662-LRB2,Full-time,Entry,3315.01
37601,ST-96474752-CGL18,Part-time,Entry,2070.01
37602,ST-15189724-PLH12,Full-time,Entry,2540.21
37603,ST-35815450-SJM1,Full-time,Executive,30729.10
37604,ST-56766882-KJA14,Full-time,Mid,3158.12
37605,ST-23041882-TRB18,Part-time,Senior,6467.95
37606,ST-58556119-AAH9,Full-time,Mid,3403.90
37607,ST-16690344-JBN18,Full-time,Senior,19630.21
37608,ST-46356728-AKT15,Full-time,Mid,3012.67
37609,ST-14802283-AAM17,Part-time,Entry,2264.07
37610,ST-52590868-PJM11,Full-time,Mid,2689.07
37611,ST-53589683-EBJ23,Part-time,Entry,2408.60
37612,ST-32863062-RCG17,Part-time,Entry,2277.81
37613,ST-55465573-JJL19,Full-time,Senior,18524.36
37614,ST-68810392-KAS8,Full-time,Entry,3454.50
37615,ST-60103442-SJH7,Part-time,Mid,1085.22
37616,ST-48799939-CJE15,Full-time,Mid,4122.16
37617,ST-84957867-CCJ20,Part-time,Mid,1705.71
37618,ST-95623580-JEN4,Part-time,Mid,778.02
37619,ST-90451134-BJM23,Full-time,Senior,19943.93
37620,ST-88158993-MNH10,Full-time,Entry,4998.42
37621,ST-27855040-JEH20,Part-time,Entry,1687.88
37622,ST-21757782-CMP23,Part-time,Senior,8846.21
37623,ST-48122045-TMF6,Full-time,Entry,3072.79
37624,ST-93526240-TVS12,Part-time,Senior,6817.73
37625,ST-59345287-MSW17,Part-time,Entry,2367.17
37626,ST-72493583-DAP14,Part-time,Senior,9130.04
37627,ST-57244118-SLL1,Full-time,Executive,26641.26
37628,ST-32202884-KKS3,Part-time,Senior,6157.38
37629,ST-97640916-TDC22,Full-time,Mid,3649.57
37630,ST-11377780-DAJ18,Part-time,Entry,1286.68
37631,ST-61618886-JRG1,Full-time,Executive,26715.33
37632,ST-91534451-SJS10,Full-time,Mid,3215.26
37633,ST-26351184-DWM21,Full-time,Mid,3342.70
37634,ST-17555720-GJL11,Full-time,Entry,2937.36
37635,ST-64061559-NJE12,Part-time,Senior,6540.43
37636,ST-76550073-MAC14,Part-time,Senior,9051.02
37637,ST-80940482-SNG22,Part-time,Senior,9823.02
37638,ST-34399628-SMB20,Full-time,Senior,19061.53
37639,ST-16865788-BMW21,Full-time,Mid,2634.99
37640,ST-25493521-CAO2,Part-time,Mid,2158.93
37641,ST-35219019-CCR14,Part-time,Mid,941.49
37642,ST-74061506-RJC22,Full-time,Mid,3688.77
37643,ST-44475707-GGF5,Part-time,Senior,9553.71
37644,ST-50496910-JBC24,Full-time,Mid,3038.96
37645,ST-77076364-ECK24,Full-time,Senior,13602.72
37646,ST-84353169-JJM5,Full-time,Mid,3133.46
37647,ST-64533697-EJT24,Full-time,Entry,3810.39
37648,ST-25901169-CPS17,Full-time,Entry,4139.70
37649,ST-36230870-REC22,Part-time,Entry,2288.82
37650,ST-61542302-DAH22,Full-time,Mid,3384.13
37651,ST-51457327-TJD1,Full-time,Executive,24986.53
37652,ST-86469388-DCS6,Full-time,Mid,3394.26
37653,ST-11514382-NMM10,Full-time,Mid,2606.97
37654,ST-33606777-LJM1,Full-time,Executive,34657.26
37655,ST-20025243-ATS24,Full-time,Mid,4958.56
37656,ST-48148945-CFA22,Part-time,Senior,9306.36
37657,ST-78714443-DCA11,Part-time,Mid,1612.84
37658,ST-66523428-GJS9,Part-time,Mid,1166.68
37659,ST-34774024-JKW1,Full-time,Executive,27585.22
37660,ST-58263187-DNV19,Full-time,Entry,3589.06
37661,ST-63850665-SJM17,Full-time,Entry,3426.69
37662,ST-20639399-JJS2,Full-time,Mid,3840.21
37663,ST-40424099-BSW15,Full-time,Entry,4093.73
37664,ST-86664336-KEW16,Part-time,Mid,1380.93
37665,ST-11696397-DTM7,Part-time,Mid,2238.79
37666,ST-75448455-CJC19,Part-time,Mid,2394.36
37667,ST-36970387-DJS9,Part-time,Senior,6182.63
37668,ST-74133682-LDD15,Part-time,Entry,2155.17
37669,ST-92494253-TCM10,Part-time,Entry,739.82
37670,ST-37136112-MEW22,Part-time,Entry,1383.83
37671,ST-34023885-AMS6,Full-time,Entry,3372.35
37672,ST-71451573-MNF5,Full-time,Mid,3528.78
37673,ST-47481081-MTG7,Full-time,Senior,19415.06
37674,ST-42541700-MRM4,Full-time,Entry,3485.55
37675,ST-51660398-HTC13,Part-time,Entry,840.81
37676,ST-29021382-BDP11,Part-time,Mid,1549.94
37677,ST-46962980-AJR1,Full-time,Executive,34140.14
37678,ST-53238834-BWS16,Full-time,Mid,4729.48
37679,ST-79737734-NJJ22,Full-time,Mid,4581.58
37680,ST-27058942-DSO6,Part-time,Mid,1266.34
37681,ST-78403356-JSM12,Part-time,Senior,6892.55
37682,ST-31525130-ASB7,Part-time,Mid,1683.71
37683,ST-92112761-HLF8,Full-time,Entry,4142.45
37684,ST-47938021-CVM2,Part-time,Senior,6739.87
37685,ST-25354000-EJJ16,Part-time,Mid,898.43
37686,ST-87565801-AMN6,Full-time,Entry,4343.51
37687,ST-77092768-KMB3,Part-time,Mid,1523.56
37688,ST-69347370-JJT14,Part-time,Senior,6072.15
37689,ST-30426890-MMS12,Part-time,Mid,736.95
37690,ST-46321509-JJC14,Part-time,Entry,2363.54
37691,ST-33668985-NKC8,Part-time,Entry,1197.37
37692,ST-12622316-KCM23,Full-time,Mid,3170.72
37693,ST-26543375-EBB4,Full-time,Mid,4650.76
37694,ST-78744819-DWT23,Full-time,Senior,12961.01
37695,ST-31061096-ASA7,Part-time,Senior,7241.82
37696,ST-17204582-RBS3,Full-time,Mid,4766.64
37697,ST-15432423-MDH23,Full-time,Mid,2928.83
37698,ST-79396636-BMR16,Part-time,Mid,849.64
37699,ST-63683226-CTL15,Part-time,Mid,712.73
37700,ST-89495353-KEF24,Full-time,Mid,3523.56
37701,ST-31819980-DWL10,Full-time,Senior,11061.91
37702,ST-83166827-JPW18,Part-time,Mid,1025.92
37703,ST-15286053-JKT12,Part-time,Entry,1104.43
37704,ST-61154681-CAD18,Full-time,Entry,3555.43
37705,ST-42311295-ODY2,Full-time,Mid,3146.68
37706,ST-53628831-RBW18,Full-time,Entry,3486.29
37707,ST-70550547-LBP20,Full-time,Senior,17811.63
37708,ST-91327937-LEN13,Part-time,Senior,6699.96
37709,ST-73774400-LBT23,Full-time,Entry,3171.90
37710,ST-61116281-JJH7,Full-time,Senior,11650.43
37711,ST-87397790-MHM22,Full-time,Senior,14742.27
37712,ST-92230518-BSM15,Full-time,Senior,14070.15
37713,ST-85276540-KSM7,Part-time,Mid,1283.99
37714,ST-89484761-ALC3,Part-time,Entry,2030.44
37715,ST-34788100-JSO21,Full-time,Senior,13632.16
37716,ST-73301303-JAB8,Full-time,Entry,4145.94
37717,ST-23422684-MAW22,Full-time,Senior,10692.97
37718,ST-68633702-RAW5,Full-time,Senior,19611.45
37719,ST-16100497-DNR1,Full-time,Executive,34304.76
37720,ST-27685033-JCM2,Part-time,Entry,921.79
37721,ST-29411710-TAW9,Part-time,Entry,1679.50
37722,ST-35529176-JCM4,Part-time,Mid,1767.34
37723,ST-86342072-IBM17,Full-time,Mid,4235.66
37724,ST-28078184-JAC1,Full-time,Executive,34778.14
37725,ST-30218541-JAR11,Part-time,Senior,8169.07
37726,ST-16843516-RSY24,Full-time,Senior,16791.84
37727,ST-71813048-JEM18,Part-time,Mid,2037.88
37728,ST-57995741-CCY4,Full-time,Mid,4900.19
37729,ST-25280651-KLH20,Full-time,Senior,10304.46
37730,ST-18060313-LDJ21,Part-time,Mid,1642.53
37731,ST-93121115-AKW6,Part-time,Mid,1350.28
37732,ST-72716038-CDJ4,Full-time,Mid,3698.38
37733,ST-58113170-JCR5,Part-time,Entry,1716.30
37734,ST-50440757-JRH2,Full-time,Senior,17049.76
37735,ST-94508747-AAR4,Full-time,Mid,4830.40
37736,ST-62266610-CSR14,Part-time,Mid,2352.88
37737,ST-29453380-MLS15,Part-time,Entry,2316.49
37738,ST-77861166-DMC21,Full-time,Senior,16216.32
37739,ST-94698401-MTS15,Part-time,Entry,2063.10
37740,ST-92803115-BDG8,Full-time,Entry,4754.88
37741,ST-44342422-MSM15,Full-time,Entry,4387.25
37742,ST-36695649-RMG24,Part-time,Senior,8195.45
37743,ST-77712669-SAR18,Full-time,Entry,4134.35
37744,ST-62484110-GAR21,Part-time,Senior,9098.92
37745,ST-74017083-KML18,Full-time,Mid,4512.31
37746,ST-81508611-DTJ21,Part-time,Mid,1000.05
37747,ST-65210941-JJA24,Part-time,Entry,2111.95
37748,ST-87994572-RJS11,Full-time,Mid,3141.65
37749,ST-14977634-TES15,Part-time,Mid,1937.00
37750,ST-88964067-CJT14,Full-time,Entry,3297.98
37751,ST-18736184-MLH15,Full-time,Mid,3989.90
37752,ST-99260886-AMB13,Full-time,Senior,14747.03
37753,ST-54047295-MJS7,Part-time,Mid,1610.12
37754,ST-78936920-FCH8,Part-time,Mid,2127.00
37755,ST-75227455-MBM17,Part-time,Senior,9484.40
37756,ST-90369691-CPM6,Full-time,Senior,13969.64
37757,ST-88434145-LSW23,Part-time,Mid,843.54
37758,ST-78468609-SCP20,Full-time,Senior,14762.28
37759,ST-90304681-SLB19,Part-time,Entry,1373.60
37760,ST-53770559-BAC20,Full-time,Senior,17453.18
37761,ST-25933158-SWA17,Part-time,Entry,2464.96
37762,ST-77620265-MRW19,Part-time,Mid,1361.11
37763,ST-92948274-GHL11,Full-time,Mid,4028.71
37764,ST-14647763-SRA21,Part-time,Senior,9928.28
37765,ST-79676095-KAM21,Full-time,Senior,18648.50
37766,ST-10838402-JWW14,Part-time,Senior,7405.04
37767,ST-41137529-RJC9,Full-time,Mid,2853.54
37768,ST-17942402-KJL7,Full-time,Mid,4589.16
37769,ST-87743338-JDM7,Part-time,Mid,1296.84
37770,ST-40482544-KAM10,Full-time,Mid,4190.69
37771,ST-73827837-JGH24,Full-time,Entry,4355.77
37772,ST-25677801-ABK15,Part-time,Mid,1615.29
37773,ST-89272779-CTS6,Part-time,Mid,1259.88
37774,ST-98094043-MAG1,Full-time,Executive,32433.37
37775,ST-63046536-JCR24,Part-time,Senior,6756.08
37776,ST-60436502-ALH14,Full-time,Mid,4510.00
37777,ST-32466970-KSM19,Full-time,Senior,12852.65
37778,ST-11585327-KJJ4,Part-time,Senior,8922.40
37779,ST-21016152-WMC20,Full-time,Mid,2957.19
37780,ST-80810555-JEP7,Part-time,Entry,1780.22
37781,ST-43193626-MAF22,Part-time,Mid,1698.57
37782,ST-73838115-NMV17,Part-time,Entry,2452.98
37783,ST-80821492-EML11,Full-time,Senior,18794.29
37784,ST-82090417-CRA21,Part-time,Mid,863.00
37785,ST-56018846-HVJ9,Full-time,Senior,11747.86
37786,ST-13296865-TRB7,Part-time,Senior,7912.14
37787,ST-35758473-AAM12,Full-time,Entry,2907.50
37788,ST-32534119-LEK23,Full-time,Entry,3300.73
37789,ST-37250915-TJL8,Full-time,Senior,14501.30
37790,ST-28444455-JJD22,Full-time,Senior,11552.59
37791,ST-18973679-LCH1,Full-time,Executive,30196.42
37792,ST-69993732-ESS1,Full-time,Executive,32749.05
37793,ST-91764338-DAK8,Full-time,Mid,3644.42
37794,ST-41075258-JMG4,Part-time,Entry,1233.33
37795,ST-87400968-DMD12,Part-time,Mid,1841.74
37796,ST-67239226-RFK2,Part-time,Entry,1981.70
37797,ST-49871866-JAL15,Full-time,Senior,19147.34
37798,ST-89575291-JAL9,Full-time,Senior,12372.01
37799,ST-35125517-AAF19,Part-time,Mid,2188.99
37800,ST-39170244-ADP4,Full-time,Entry,2809.39
37801,ST-62916400-CSC15,Full-time,Senior,18690.46
37802,ST-35715599-JSR20,Full-time,Entry,3187.34
37803,ST-98505285-JCC15,Part-time,Senior,6974.60
37804,ST-98503147-SSH17,Full-time,Entry,3548.13
37805,ST-40537977-CMW16,Part-time,Entry,1689.68
37806,ST-76013992-TMR16,Full-time,Mid,4586.71
37807,ST-31562550-NVP7,Full-time,Entry,4451.81
37808,ST-57924941-LBH11,Full-time,Mid,4486.05
37809,ST-62592618-KEA5,Part-time,Entry,1630.63
37810,ST-55772281-PJO9,Part-time,Entry,2300.70
37811,ST-55013322-TMR4,Part-time,Entry,791.23
37812,ST-73835247-BBB7,Part-time,Senior,7818.05
37813,ST-15898879-JTS7,Full-time,Mid,4505.80
37814,ST-59973546-DJB2,Part-time,Mid,1584.01
37815,ST-96915632-AWH23,Part-time,Mid,1996.34
37816,ST-63477288-RAB13,Part-time,Senior,9666.81
37817,ST-62179213-WSW11,Part-time,Entry,2026.07
37818,ST-50164971-PRW14,Full-time,Senior,19989.57
37819,ST-14359083-SAR12,Full-time,Entry,4653.39
37820,ST-33893784-SGP18,Full-time,Senior,13052.79
37821,ST-37240551-PSP15,Full-time,Mid,2823.32
37822,ST-54173542-MTS1,Full-time,Executive,28563.95
37823,ST-95263539-TMS4,Full-time,Senior,17657.01
37824,ST-78652361-MJU24,Full-time,Senior,11361.68
37825,ST-59806785-EKA18,Full-time,Senior,11034.35
37826,ST-63416466-JAH13,Part-time,Entry,2330.63
37827,ST-11763395-JJB2,Full-time,Entry,3045.38
37828,ST-11524706-SAC7,Full-time,Senior,16896.99
37829,ST-61499954-SDL23,Full-time,Mid,4653.20
37830,ST-12363803-MSC4,Full-time,Entry,3924.03
37831,ST-19883234-PPB2,Part-time,Mid,1499.60
37832,ST-89077212-DTD13,Part-time,Entry,2435.40
37833,ST-52182749-CAG12,Full-time,Entry,2789.38
37834,ST-37472563-MJK19,Full-time,Entry,4995.74
37835,ST-84630910-MLG1,Full-time,Executive,33690.36
37836,ST-49081991-JSA20,Full-time,Senior,12287.54
37837,ST-30471370-PDM24,Full-time,Mid,4182.78
37838,ST-47808959-LJL16,Full-time,Mid,4374.51
37839,ST-54411038-TJZ8,Part-time,Senior,7415.36
37840,ST-44211297-AML24,Part-time,Entry,1623.22
37841,ST-36220638-SAO17,Part-time,Entry,2309.01
37842,ST-14023698-PJS15,Full-time,Mid,2742.84
37843,ST-81719207-ZKW16,Part-time,Senior,8346.59
37844,ST-46830197-SBD21,Part-time,Mid,1813.12
37845,ST-42830273-DMM19,Part-time,Senior,8268.41
37846,ST-13388160-JEH14,Full-time,Mid,3493.71
37847,ST-67162005-REF21,Full-time,Senior,16082.75
37848,ST-58668822-DRH24,Part-time,Mid,1829.03
37849,ST-46534953-JJH3,Part-time,Entry,944.39
37850,ST-26911017-NVM11,Part-time,Entry,1553.53
37851,ST-71374343-MBC4,Part-time,Senior,8270.51
37852,ST-86433741-NML6,Part-time,Senior,6750.47
37853,ST-97961918-KKS12,Part-time,Senior,7006.75
37854,ST-27514055-HMC7,Full-time,Entry,3089.48
37855,ST-26152797-MJD9,Part-time,Senior,6363.55
37856,ST-40809467-SLB18,Full-time,Mid,3556.93
37857,ST-84765613-KKK12,Full-time,Entry,2967.44
37858,ST-66015309-TKP18,Full-time,Mid,3372.58
37859,ST-86261823-KDC8,Full-time,Mid,4113.50
37860,ST-82585760-EJG22,Part-time,Entry,873.75
37861,ST-38593908-ASN4,Part-time,Mid,2480.65
37862,ST-85708826-BJW19,Part-time,Mid,1103.21
37863,ST-11536709-SPT3,Full-time,Mid,4615.75
37864,ST-68798603-MMS22,Full-time,Entry,4091.16
37865,ST-47793602-SAH6,Full-time,Mid,2761.34
37866,ST-88352126-KDL14,Full-time,Senior,17842.15
37867,ST-96927437-MJL18,Full-time,Mid,4448.15
37868,ST-66843493-MAR19,Full-time,Entry,3690.04
37869,ST-22161437-EDA13,Part-time,Mid,947.77
37870,ST-43006961-KKH18,Full-time,Senior,10586.83
37871,ST-83287628-CSP5,Full-time,Senior,17302.59
37872,ST-83110016-STP2,Part-time,Senior,8833.07
37873,ST-89288579-TAC23,Part-time,Mid,1669.05
37874,ST-84079957-CPR24,Full-time,Mid,4433.64
37875,ST-11507230-RCC7,Full-time,Entry,3866.45
37876,ST-82882217-LNW12,Part-time,Entry,1044.19
37877,ST-14007637-LDW1,Full-time,Executive,32883.65
37878,ST-72743091-PAD5,Part-time,Senior,9941.11
37879,ST-21752143-AWF7,Full-time,Entry,3990.52
37880,ST-63477290-AAS24,Full-time,Mid,2811.66
37881,ST-48823536-JDD4,Part-time,Entry,2291.25
37882,ST-66847294-BJW19,Part-time,Senior,9017.49
37883,ST-47248808-WTN18,Part-time,Entry,2381.65
37884,ST-99275640-JDT21,Part-time,Mid,934.24
37885,ST-70905377-RMM1,Full-time,Executive,28083.51
37886,ST-51852952-AKL15,Full-time,Senior,18328.48
37887,ST-93791169-AET16,Full-time,Entry,3869.99
37888,ST-12380461-MCE15,Part-time,Entry,1599.83
37889,ST-42516794-BAK16,Full-time,Entry,3440.20
37890,ST-24084869-AMF20,Full-time,Senior,12947.91
37891,ST-77853150-VEM4,Part-time,Senior,6020.46
37892,ST-44503422-JSF19,Part-time,Mid,705.14
37893,ST-38238919-MAD20,Full-time,Senior,10665.72
37894,ST-59249157-CBM17,Part-time,Entry,1405.83
37895,ST-26970227-JJG14,Full-time,Mid,2963.73
37896,ST-71158178-MJB1,Full-time,Executive,25130.16
37897,ST-68462707-VBA10,Part-time,Entry,1008.67
