sn,staff_id,department_id
43501,ST-34193802-TJS20,20
43502,ST-86368103-ESW5,5
43503,ST-88298163-JTN5,5
43504,ST-72963815-JJT24,24
43505,ST-98876862-TBS3,3
43506,ST-96245373-MHS5,5
43507,ST-60030871-TDY16,16
43508,ST-67947865-TAM24,24
43509,ST-97785717-JJR16,16
43510,ST-52916269-LRP14,14
43511,ST-17187575-MKP18,18
43512,ST-11369403-ABW5,5
43513,ST-71636539-NMS5,5
43514,ST-33082941-JLS7,7
43515,ST-36703315-CJH13,13
43516,ST-10419662-DJM22,22
43517,ST-81249653-ZDM4,4
43518,ST-52152050-SAL20,20
43519,ST-36066757-HSL13,13
43520,ST-50539530-ECC3,3
43521,ST-70846487-JLY17,17
43522,ST-54917574-DCD8,8
43523,ST-27551526-DJC9,9
43524,ST-40516932-EDL6,6
43525,ST-12970597-MDG15,15
43526,ST-48134703-KLS12,12
43527,ST-28007813-MAM19,19
43528,ST-41133515-KSY17,17
43529,ST-82839835-TJC17,17
43530,ST-69889469-SJM12,12
43531,ST-88350098-CWV17,17
43532,ST-12265775-ABB19,19
43533,ST-46640687-NJD1,1
43534,ST-97992043-JRL14,14
43535,ST-30065082-LJD17,17
43536,ST-11965869-ZRB11,11
43537,ST-38339500-SAR14,14
43538,ST-15102935-TSM17,17
43539,ST-24723177-TSN4,4
43540,ST-41558646-WDM18,18
43541,ST-65066770-BMH24,24
43542,ST-67932250-EWC6,6
43543,ST-66467831-KJM15,15
43544,ST-83255887-MKS14,14
43545,ST-20216889-HCW6,6
43546,ST-30465464-ATF6,6
43547,ST-52843528-SIC10,10
43548,ST-41436655-JJP2,2
43549,ST-46601220-NHG1,1
43550,ST-40880377-SEB8,8
43551,ST-97847555-ERW5,5
43552,ST-28284894-KBW20,20
43553,ST-99144318-CAP16,16
43554,ST-13389623-SJG2,2
43555,ST-21857505-SLC4,4
43556,ST-36304963-VTC21,21
43557,ST-33217794-WJA2,2
43558,ST-78662644-HAW24,24
43559,ST-62367958-PJG12,12
43560,ST-53315227-AJB24,24
43561,ST-16716715-JBC10,10
43562,ST-43278365-JJS5,5
43563,ST-38705010-AJM15,15
43564,ST-95296017-KGM15,15
43565,ST-77588873-KRH2,2
43566,ST-95589497-HJK11,11
43567,ST-49088764-CSR2,2
43568,ST-84502321-KEC4,4
43569,ST-60600782-JJG2,2
43570,ST-82775456-SCC15,15
43571,ST-90462859-SEH4,4
43572,ST-50587351-MRC3,3
43573,ST-32629990-MSN9,9
43574,ST-94595876-KWR12,12
43575,ST-20163106-DDH4,4
43576,ST-13331024-DJC22,22
43577,ST-49423886-KKM8,8
43578,ST-96236461-AJC23,23
43579,ST-14250658-AJJ18,18
43580,ST-38704134-SDW13,13
43581,ST-88372296-DRR24,24
43582,ST-26373322-BLA9,9
43583,ST-17202706-EWM5,5
43584,ST-94915730-SBG20,20
43585,ST-41062848-MMD17,17
43586,ST-37272206-GSH20,20
43587,ST-28105216-CTH18,18
43588,ST-86376818-JDH8,8
43589,ST-15579245-TTE2,2
43590,ST-95245252-HSM21,21
43591,ST-46837336-AKS5,5
43592,ST-14507145-SDP4,4
43593,ST-15403419-AGE11,11
43594,ST-54405714-BDW17,17
43595,ST-18606775-PCC13,13
43596,ST-63233441-LJC4,4
43597,ST-93089231-RNG24,24
43598,ST-37937321-JAA10,10
43599,ST-16163042-MSB18,18
43600,ST-18735836-CEG6,6
43601,ST-20607652-BDB22,22
43602,ST-65469438-CCS6,6
43603,ST-44139935-DCR24,24
43604,ST-57457559-SKS3,3
43605,ST-24775033-SDW3,3
43606,ST-39899598-BLB3,3
43607,ST-55017543-DAC15,15
43608,ST-53331715-JKP3,3
43609,ST-72844758-DTM18,18
43610,ST-23154329-ACA23,23
43611,ST-46484122-DAS1,1
43612,ST-79974387-MBS3,3
43613,ST-50550392-HJW10,10
43614,ST-56829217-GJH2,2
43615,ST-88549751-JBG19,19
43616,ST-50690668-JMM17,17
43617,ST-11160091-SCT18,18
43618,ST-70295269-RJM9,9
43619,ST-18088403-SMH22,22
43620,ST-22468625-HJG4,4
43621,ST-62866217-STC23,23
43622,ST-79544183-DOS20,20
43623,ST-70261547-JWH15,15
43624,ST-26690580-AJB10,10
43625,ST-27639269-CJW1,1
43626,ST-88642486-KSL16,16
43627,ST-70654828-MWW7,7
43628,ST-62728087-ARP8,8
43629,ST-61628862-AJC15,15
43630,ST-85408947-RSP12,12
43631,ST-41217414-JME4,4
43632,ST-10042955-JRS21,21
43633,ST-27730333-ARV16,16
43634,ST-37449469-YEF7,7
43635,ST-26909960-CCR16,16
43636,ST-43593066-CDM7,7
43637,ST-25173839-JGN7,7
43638,ST-87655551-JJW17,17
43639,ST-69979517-SJH3,3
43640,ST-36983715-JAR15,15
43641,ST-25617879-NST8,8
43642,ST-53002845-AJT19,19
43643,ST-49502916-CTH17,17
43644,ST-51178810-TRH17,17
43645,ST-20061873-JKG18,18
43646,ST-48122995-JPA17,17
43647,ST-95735920-JBP2,2
43648,ST-48662250-MJD2,2
43649,ST-96398428-DKB3,3
43650,ST-14258009-MDS1,1
43651,ST-87883348-SCT14,14
43652,ST-72915434-AJL9,9
43653,ST-75165666-JSL23,23
43654,ST-32583990-KBM20,20
43655,ST-84267328-SAM6,6
43656,ST-48746133-DRC19,19
43657,ST-24472970-RGL8,8
43658,ST-31692132-MMM17,17
43659,ST-72355716-CJF4,4
43660,ST-68214418-KLG4,4
43661,ST-61019990-CBH16,16
43662,ST-27116062-MAG2,2
43663,ST-14193685-TWG24,24
43664,ST-34807270-SWS20,20
43665,ST-81352277-MDG24,24
43666,ST-98386013-KBB16,16
43667,ST-33158055-SJH8,8
43668,ST-34661254-RJG22,22
43669,ST-97633018-KJP24,24
43670,ST-34922673-CSM23,23
43671,ST-60321622-NTR13,13
43672,ST-42493317-JDM19,19
43673,ST-67715634-CLR9,9
43674,ST-48954928-ALG23,23
43675,ST-25212213-AJP8,8
43676,ST-24842076-EJG8,8
43677,ST-77716344-NLD20,20
43678,ST-72261559-JDB17,17
43679,ST-69516190-LTL15,15
43680,ST-79433055-MNH18,18
43681,ST-64748663-BDM11,11
43682,ST-90962415-RSM6,6
43683,ST-81665817-RAM7,7
43684,ST-84365172-BEC17,17
43685,ST-99757271-KML21,21
43686,ST-77014528-JTR20,20
43687,ST-56335843-KKS22,22
43688,ST-18996549-TRO22,22
43689,ST-10517366-KAM5,5
43690,ST-73971731-CRC16,16
43691,ST-18227353-GDJ8,8
43692,ST-23881777-KRS19,19
43693,ST-65664726-KPR10,10
43694,ST-69737733-MJG4,4
43695,ST-64484293-LMM2,2
43696,ST-87107934-DLC2,2
43697,ST-94452301-JTC19,19
43698,ST-61094254-WCS15,15
43699,ST-46315356-JAS11,11
43700,ST-47821724-MSB3,3
43701,ST-13124078-EDM21,21
43702,ST-76547887-BAR12,12
43703,ST-28269501-WKD16,16
43704,ST-37414369-CJM12,12
43705,ST-13139051-ASM8,8
43706,ST-91287795-JMF6,6
43707,ST-86099514-CJA24,24
43708,ST-33190813-TMS6,6
43709,ST-77662349-KMW12,12
43710,ST-12657544-MNF10,10
43711,ST-96848303-TJR17,17
43712,ST-66360756-JAH4,4
43713,ST-42382978-AMM17,17
43714,ST-69880966-ALW4,4
43715,ST-97934473-CBS15,15
43716,ST-27971939-MFA2,2
43717,ST-63524507-CAW4,4
43718,ST-26718356-DWG23,23
43719,ST-70629584-KSM20,20
43720,ST-33456870-WGR1,1
43721,ST-90983252-JJN15,15
43722,ST-34990388-AEJ21,21
43723,ST-47861340-TMR1,1
43724,ST-96755158-HBY15,15
43725,ST-78156662-ATP10,10
43726,ST-76122299-BTJ2,2
43727,ST-76036004-VSA11,11
43728,ST-84130622-TDC22,22
43729,ST-68541047-JJE11,11
43730,ST-28527098-CEC17,17
43731,ST-24989093-RKB5,5
43732,ST-78895952-RPB11,11
43733,ST-87478011-TCD5,5
43734,ST-74242919-MAB24,24
43735,ST-26844411-AAG13,13
43736,ST-72994208-MJJ11,11
43737,ST-38744052-MWE19,19
43738,ST-19304625-SRG4,4
43739,ST-11235043-RPS4,4
43740,ST-81566688-GJZ18,18
43741,ST-94301494-MDR1,1
43742,ST-89285331-ADN13,13
43743,ST-34489151-BDK14,14
43744,ST-58734565-CEC10,10
43745,ST-49034660-CMV5,5
43746,ST-28996336-TJC15,15
43747,ST-50734394-SED8,8
43748,ST-48732342-CTT21,21
43749,ST-99118514-KSR16,16
43750,ST-10445996-MRD17,17
43751,ST-58690605-CAH19,19
43752,ST-37445072-KAM11,11
43753,ST-40330778-LPP17,17
43754,ST-82835443-TDH18,18
43755,ST-67409863-WDA20,20
43756,ST-68109762-JMC17,17
43757,ST-68673545-MPH6,6
43758,ST-66003465-MCB10,10
43759,ST-34154010-RTB7,7
43760,ST-50576975-IDE9,9
43761,ST-28154278-EMB14,14
43762,ST-36596960-CTH9,9
43763,ST-34603183-JJC15,15
43764,ST-96022803-JJG19,19
43765,ST-57917083-CEW17,17
43766,ST-72468790-KMW13,13
43767,ST-69708938-SMF13,13
43768,ST-39823555-ATF14,14
43769,ST-86011976-ASG1,1
43770,ST-48995645-SJM15,15
43771,ST-58976313-TMS9,9
43772,ST-79436218-JPM20,20
43773,ST-12537170-FRM5,5
43774,ST-82327274-VBB17,17
43775,ST-54070780-DCH6,6
43776,ST-45831464-EDS12,12
43777,ST-45610149-GDB9,9
43778,ST-19194503-LNP24,24
43779,ST-30117554-CDW17,17
43780,ST-21152911-JNR13,13
43781,ST-63246150-AAF6,6
43782,ST-32545794-DMW2,2
43783,ST-16017653-LDT24,24
43784,ST-62675928-CKC4,4
43785,ST-36639776-TCW12,12
43786,ST-74754986-DTS24,24
43787,ST-37737058-LDR20,20
43788,ST-58757863-PTS5,5
43789,ST-10763261-AMC2,2
43790,ST-53985819-NMW13,13
43791,ST-80003912-CTC13,13
43792,ST-81288246-JCM15,15
43793,ST-83302093-MAA10,10
43794,ST-75465177-SJT24,24
43795,ST-88492581-KLW13,13
43796,ST-19942546-BAC13,13
43797,ST-38914391-CTC16,16
43798,ST-45661212-JTC7,7
43799,ST-48674356-JMK9,9
43800,ST-76767956-JDS9,9
43801,ST-26855469-LJP20,20
43802,ST-21136399-CSL21,21
43803,ST-36230217-JTA6,6
43804,ST-14671683-EDB1,1
43805,ST-47725886-TJS16,16
43806,ST-48892919-GJB7,7
43807,ST-82372064-JSS21,21
43808,ST-97893296-JPM22,22
43809,ST-31639663-AMW3,3
43810,ST-68502185-SNC24,24
43811,ST-61749837-JBT17,17
43812,ST-99139242-HAW18,18
43813,ST-22016385-PSM1,1
43814,ST-28226433-SKN10,10
43815,ST-66014695-KLH11,11
43816,ST-39062113-DJL3,3
43817,ST-61120416-MEB17,17
43818,ST-41767074-JBS6,6
43819,ST-25041676-KTG23,23
43820,ST-38220215-TTC12,12
43821,ST-30841282-JKS20,20
43822,ST-15302132-HKC12,12
43823,ST-44491509-JEA17,17
43824,ST-85020970-JAP24,24
43825,ST-23787266-TJA1,1
43826,ST-86919073-MJW17,17
43827,ST-62738543-ASH9,9
43828,ST-64806469-WTC23,23
43829,ST-85243209-AJA13,13
43830,ST-31669266-TJB4,4
43831,ST-16375282-DTH9,9
43832,ST-53581001-TJM20,20
43833,ST-42273476-JRM3,3
43834,ST-57531442-KKJ17,17
43835,ST-17183682-DAB2,2
43836,ST-49994298-CHS13,13
43837,ST-50017342-AHJ8,8
43838,ST-81680809-JHJ24,24
43839,ST-14508962-HSD2,2
43840,ST-15420784-NJD12,12
43841,ST-91205969-EJB7,7
43842,ST-44536360-RJD24,24
43843,ST-48853878-CCG1,1
43844,ST-89493675-RWC12,12
43845,ST-20180143-KBF7,7
43846,ST-44422142-DEM18,18
43847,ST-94948877-TJP3,3
43848,ST-56479115-BRK10,10
43849,ST-36774677-ALR5,5
43850,ST-20922307-JDS4,4
43851,ST-21541888-CDM12,12
43852,ST-21351546-TGC5,5
43853,ST-41819540-RPS18,18
43854,ST-39135000-JPG3,3
43855,ST-41672567-DRP10,10
43856,ST-72597136-KJL18,18
43857,ST-34784656-JAB20,20
43858,ST-60469025-BJW7,7
43859,ST-21876024-RAS1,1
43860,ST-96048086-CBS24,24
43861,ST-94079188-NBC8,8
43862,ST-90133666-SBC17,17
43863,ST-39999604-CAC3,3
43864,ST-20631392-MJR18,18
43865,ST-76422625-ETJ21,21
43866,ST-99030139-KJG24,24
43867,ST-29000446-JAO17,17
43868,ST-35943880-MNP22,22
43869,ST-29539386-JJT13,13
43870,ST-90927887-TMA15,15
43871,ST-16667701-MSM21,21
43872,ST-82371635-CMA8,8
43873,ST-91681381-CJW24,24
43874,ST-60690372-DGG20,20
43875,ST-32606448-KMM2,2
43876,ST-18281508-LMM1,1
43877,ST-95391575-PSG5,5
43878,ST-97735284-SKW8,8
43879,ST-13687053-DMB22,22
43880,ST-14667293-ACS1,1
43881,ST-48249885-MMY15,15
43882,ST-11792443-SCM9,9
43883,ST-46288229-WJE13,13
43884,ST-36604184-JBP14,14
43885,ST-44833747-WJM3,3
43886,ST-42575082-RAG2,2
43887,ST-20805018-OCE4,4
43888,ST-32427381-MRR5,5
43889,ST-33415906-PRM1,1
43890,ST-59747473-MJH6,6
43891,ST-14463825-PMM15,15
43892,ST-11620001-CKS6,6
43893,ST-62421427-DAP14,14
43894,ST-18789236-TCG7,7
43895,ST-94877653-DJM17,17
43896,ST-91946742-MSM24,24
43897,ST-61352472-TLR24,24
43898,ST-17324889-TJG23,23
43899,ST-38944760-ECM11,11
43900,ST-57808950-DBA16,16
43901,ST-55127992-MST19,19
43902,ST-23573013-CDL14,14
43903,ST-93019630-PJW17,17
43904,ST-75243118-DJF9,9
43905,ST-62014189-MCS6,6
43906,ST-95897468-ZAP11,11
43907,ST-28027618-JJF19,19
43908,ST-97189234-WMO15,15
43909,ST-36396409-SDG19,19
43910,ST-21080747-KWD10,10
43911,ST-25808024-CJM3,3
43912,ST-75461908-JJG20,20
43913,ST-99947832-KCP21,21
43914,ST-93478779-KDG14,14
43915,ST-47547901-AEZ4,4
43916,ST-66437882-JGS18,18
43917,ST-91237436-AKF8,8
43918,ST-35172212-MRB2,2
43919,ST-17221496-RET2,2
43920,ST-93375841-ZJB17,17
43921,ST-84752906-LNP12,12
43922,ST-56116240-CMM14,14
43923,ST-60970948-JMA5,5
43924,ST-35248691-KSW18,18
43925,ST-33095388-BER22,22
43926,ST-54872667-CAC11,11
43927,ST-15710695-CAG6,6
43928,ST-28279783-ADM5,5
43929,ST-71270596-SLS15,15
43930,ST-55806240-JAJ10,10
43931,ST-67002824-DDM10,10
43932,ST-24342499-JDG16,16
43933,ST-30944089-MRF20,20
43934,ST-90269129-ARB20,20
43935,ST-28917842-FLW14,14
43936,ST-17658916-CDM22,22
43937,ST-35301865-TJL8,8
43938,ST-40058179-SAD23,23
43939,ST-46552122-ZRJ12,12
43940,ST-70667843-AAJ23,23
43941,ST-11821941-EKB23,23
43942,ST-38357214-DJM9,9
43943,ST-78243898-TJY21,21
43944,ST-30145244-CAG15,15
43945,ST-38291122-JDT8,8
43946,ST-33259591-JMP6,6
43947,ST-52194369-AJS5,5
43948,ST-83489525-MVM19,19
43949,ST-85801376-ITB23,23
43950,ST-51443207-MDM11,11
43951,ST-57524965-NCB24,24
43952,ST-92734727-CAD2,2
43953,ST-71714473-MML1,1
43954,ST-95150491-JKC12,12
43955,ST-39778610-ALM10,10
43956,ST-13593119-TMD12,12
43957,ST-70653721-BWC19,19
43958,ST-47379616-WJW17,17
43959,ST-31540589-JDR18,18
43960,ST-75848256-LJB10,10
43961,ST-47711891-WDM10,10
43962,ST-48306520-BDL7,7
43963,ST-76300721-JGW13,13
43964,ST-32294656-WDS15,15
43965,ST-11526232-KAF8,8
43966,ST-40482740-JCB22,22
43967,ST-67411136-MCM5,5
43968,ST-90927060-ARF9,9
43969,ST-45654818-JVS8,8
43970,ST-69564593-JJA12,12
43971,ST-70170357-CBN16,16
43972,ST-37696477-JDB3,3
43973,ST-81460344-RAP18,18
43974,ST-65367005-RBL8,8
43975,ST-87445139-ALS14,14
43976,ST-99882067-CSR21,21
43977,ST-78548256-CRR9,9
43978,ST-30640629-HRR3,3
43979,ST-89537931-MJS15,15
43980,ST-11030782-TNC4,4
43981,ST-96882837-KKR7,7
43982,ST-68455413-MMG4,4
43983,ST-32111202-JMP19,19
43984,ST-89198291-NRD13,13
43985,ST-30171558-CDH12,12
43986,ST-62291326-JCS10,10
43987,ST-97633660-RTC20,20
43988,ST-85797703-MDS17,17
43989,ST-42414843-JSR13,13
43990,ST-66715201-MCQ16,16
43991,ST-66819654-BSJ12,12
43992,ST-54262046-ASS15,15
43993,ST-82172470-JKB1,1
43994,ST-54647009-DKZ17,17
43995,ST-71946033-MMW12,12
43996,ST-11916653-BMB10,10
43997,ST-63296358-DRC13,13
43998,ST-97396682-SSA4,4
43999,ST-72941502-MJP7,7
44000,ST-54025820-NFS11,11
44001,ST-32645226-AST20,20
44002,ST-92270387-RJK22,22
44003,ST-38285911-MCS7,7
44004,ST-47461854-MRJ16,16
44005,ST-12840533-SCW19,19
44006,ST-74030888-VAJ17,17
44007,ST-48279861-IJH11,11
44008,ST-70753082-WRA21,21
44009,ST-34907848-TFP2,2
44010,ST-88947092-JJF18,18
44011,ST-31145738-KTH1,1
44012,ST-47664957-JAM8,8
44013,ST-59294337-LAB12,12
44014,ST-26237220-ZJG16,16
44015,ST-60074585-CJP13,13
44016,ST-36401362-LMM6,6
44017,ST-98687334-GDM3,3
44018,ST-35781084-VSS12,12
44019,ST-12378352-JKW8,8
44020,ST-32134221-JCS24,24
44021,ST-50790090-TRA15,15
44022,ST-99220883-PKA20,20
44023,ST-17361224-ARG14,14
44024,ST-78432976-THS22,22
44025,ST-91355871-DJD20,20
44026,ST-98290772-JJB16,16
44027,ST-43665093-PRC11,11
44028,ST-87307671-LCV17,17
44029,ST-38280856-CDP7,7
44030,ST-57043844-ACA16,16
44031,ST-39924575-AKT2,2
44032,ST-51896026-NKL7,7
44033,ST-27250079-LJP14,14
44034,ST-34609748-ACK3,3
44035,ST-88664684-KCH14,14
44036,ST-50808959-CTL5,5
44037,ST-82019035-TBM12,12
44038,ST-60844922-MHR20,20
44039,ST-63080018-JTC17,17
44040,ST-78281919-CCC12,12
44041,ST-21449824-JMH5,5
44042,ST-23388016-JMB14,14
44043,ST-64048724-DLA24,24
44044,ST-38181519-TAL16,16
44045,ST-54526609-JKG11,11
44046,ST-11922121-RRS8,8
44047,ST-41551411-CDW8,8
44048,ST-81743522-TKR10,10
44049,ST-91922824-JMM12,12
44050,ST-36751010-EMG5,5
44051,ST-28164705-JJR11,11
44052,ST-20899300-JDR4,4
44053,ST-99853127-JHP5,5
44054,ST-95106855-NSM9,9
44055,ST-29440418-LCM8,8
44056,ST-82644439-GPN4,4
44057,ST-11308341-JMY13,13
44058,ST-28253505-BTA20,20
44059,ST-63112025-NKB15,15
44060,ST-34432410-JJW4,4
44061,ST-27142961-TER3,3
44062,ST-10780537-LJL14,14
44063,ST-89374185-JMB22,22
44064,ST-27102304-EJM6,6
44065,ST-80037319-TJM14,14
44066,ST-49279061-LAM21,21
44067,ST-62943186-MAP8,8
44068,ST-31011997-BCS13,13
44069,ST-31897736-GNG18,18
44070,ST-10741703-MKJ22,22
44071,ST-67978116-JMD7,7
44072,ST-99675855-SRM3,3
44073,ST-73727070-AMR12,12
44074,ST-53458228-JAR24,24
44075,ST-50643600-SVD17,17
44076,ST-63776957-HDG6,6
44077,ST-56600783-BMP23,23
44078,ST-81495246-TCB6,6
44079,ST-31191768-EEM15,15
44080,ST-49602065-KBE15,15
44081,ST-15511927-JKM11,11
44082,ST-38573105-MKW13,13
44083,ST-63083619-MJH3,3
44084,ST-65367356-BJT12,12
44085,ST-59110573-LRM18,18
44086,ST-98777923-WNB1,1
44087,ST-26248564-BDH12,12
44088,ST-85877686-AAV16,16
44089,ST-80589074-TCR5,5
44090,ST-45422952-ALR11,11
44091,ST-80199414-KTC2,2
44092,ST-75792112-ELL12,12
44093,ST-16186307-SST24,24
44094,ST-29933735-JEB17,17
44095,ST-67304710-MAP15,15
44096,ST-63092129-RMW10,10
44097,ST-61666201-KDP13,13
44098,ST-40662710-SJM9,9
44099,ST-89380891-MKF7,7
44100,ST-67710834-SWM20,20
44101,ST-41509341-CPO23,23
44102,ST-59746782-AHJ6,6
44103,ST-46370212-SMG7,7
44104,ST-80899104-LMJ6,6
44105,ST-60345428-BMM23,23
44106,ST-78266444-MJT7,7
44107,ST-45641141-JMG18,18
44108,ST-72908612-MJS8,8
44109,ST-41630549-SLR12,12
44110,ST-93050959-KKM8,8
44111,ST-93106739-SAS13,13
44112,ST-48765196-CLJ22,22
44113,ST-17410374-AMF14,14
44114,ST-39393352-CSR2,2
44115,ST-69355038-TDH19,19
44116,ST-70428565-TEM10,10
44117,ST-33419669-MAS6,6
44118,ST-62795111-NAW21,21
44119,ST-27320026-DJN22,22
44120,ST-76447019-DRG6,6
44121,ST-19510257-LAB13,13
44122,ST-79358535-JJC10,10
44123,ST-81906060-NMY15,15
44124,ST-19804542-JBF12,12
44125,ST-82250707-JVT8,8
44126,ST-61530907-DJC1,1
44127,ST-99696544-JCT12,12
44128,ST-79328883-JTK4,4
44129,ST-92328121-SHB20,20
44130,ST-85579686-CJB23,23
44131,ST-10611272-JCM15,15
44132,ST-37539238-JRP12,12
44133,ST-11451910-TLW5,5
44134,ST-31351184-TSC2,2
44135,ST-27436761-SHR10,10
44136,ST-33521830-ATF7,7
44137,ST-56903908-AMW1,1
44138,ST-83658149-JKB7,7
44139,ST-71574445-CBH20,20
44140,ST-50159730-DMF2,2
44141,ST-60198031-KAH13,13
44142,ST-47167730-CRC24,24
44143,ST-22067342-KDR14,14
44144,ST-95956446-AKN23,23
44145,ST-96099692-BEW13,13
44146,ST-66721581-JKD1,1
44147,ST-58202819-TEW3,3
44148,ST-61581917-SDM13,13
44149,ST-91177227-KBC17,17
44150,ST-56594679-AGP4,4
44151,ST-25067628-CMH17,17
44152,ST-37370433-BMW10,10
44153,ST-63355630-JRC15,15
44154,ST-75749218-EJR13,13
44155,ST-39106570-SKH9,9
44156,ST-37333174-BCK5,5
44157,ST-11885769-BMH14,14
44158,ST-66109772-MAR1,1
44159,ST-75916000-BJH23,23
44160,ST-47826617-TTB23,23
44161,ST-56075680-CCS4,4
44162,ST-52430308-PCW8,8
44163,ST-90381453-KMT15,15
44164,ST-42520816-CTH2,2
44165,ST-80661957-MBH8,8
44166,ST-85089900-JBW14,14
44167,ST-68688755-JHK2,2
44168,ST-69265542-CAP13,13
44169,ST-39070581-LJK18,18
44170,ST-17678921-CAM14,14
44171,ST-71809012-NKN6,6
44172,ST-67390266-DRL17,17
44173,ST-93129153-WDH16,16
44174,ST-22000304-HJB9,9
44175,ST-14396535-LLP8,8
44176,ST-76961212-TPE22,22
44177,ST-45984379-JRP7,7
44178,ST-52972237-PAC19,19
44179,ST-68960996-SLW17,17
44180,ST-60753048-BCT1,1
44181,ST-70976136-HCC15,15
44182,ST-62136766-EMR10,10
44183,ST-18568457-CMR24,24
44184,ST-87734812-LDR17,17
44185,ST-30365646-WJG3,3
44186,ST-79301945-MDB9,9
44187,ST-55268193-JPO9,9
44188,ST-18101008-TMM7,7
44189,ST-65605789-LMS18,18
44190,ST-64728241-VFF18,18
44191,ST-42580983-DDG11,11
44192,ST-90061869-LEH13,13
44193,ST-12562133-LMR14,14
44194,ST-34769614-LSN2,2
44195,ST-36933924-TMC2,2
44196,ST-89298503-VJP4,4
44197,ST-82097220-SRH19,19
44198,ST-67941845-NJB5,5
44199,ST-33341514-SKS14,14
44200,ST-37709032-RSA10,10
44201,ST-62144267-PEM1,1
44202,ST-99775640-LTM3,3
44203,ST-97067522-DJD14,14
44204,ST-91611978-SMP5,5
44205,ST-76331379-CWS24,24
44206,ST-34658067-KSB7,7
44207,ST-44539895-KCM11,11
44208,ST-75493980-BES14,14
44209,ST-36176231-KER16,16
44210,ST-69097817-JME8,8
44211,ST-12289432-CCC12,12
44212,ST-84930943-CRM5,5
44213,ST-19268558-KAC20,20
44214,ST-85371604-MJS13,13
44215,ST-21275337-APM12,12
44216,ST-35536139-AJG22,22
44217,ST-99923029-ASD17,17
44218,ST-78295467-RJH21,21
44219,ST-38395773-SSS12,12
44220,ST-43707842-LBF14,14
44221,ST-57970560-JJV11,11
44222,ST-40348942-AKR24,24
44223,ST-15085442-JNR4,4
44224,ST-25232431-CRG6,6
44225,ST-14833783-CTS10,10
44226,ST-90893341-ASG8,8
44227,ST-22307292-KTS22,22
44228,ST-60848172-MDA19,19
44229,ST-65713375-ADF14,14
44230,ST-43447862-NHF1,1
44231,ST-42504179-WNL22,22
44232,ST-50602537-LKD14,14
44233,ST-21578158-MKD4,4
44234,ST-55761541-CCJ11,11
44235,ST-14605888-EDJ6,6
44236,ST-46444845-JJB6,6
44237,ST-17732626-TBG5,5
44238,ST-41896886-LLL16,16
44239,ST-83894518-MAR21,21
44240,ST-79464764-LKC2,2
44241,ST-77904497-SBW17,17
44242,ST-99228070-LDC22,22
44243,ST-15246446-VNA1,1
44244,ST-43679522-RCH2,2
44245,ST-30874295-VAR16,16
44246,ST-50182973-CAS8,8
44247,ST-79816932-CVW4,4
44248,ST-40002113-GBF4,4
44249,ST-47086751-ARW1,1
44250,ST-46206327-ABH14,14
44251,ST-75562842-ATC21,21
44252,ST-21986165-MCS2,2
44253,ST-62982403-JHD8,8
44254,ST-12649326-SAH11,11
44255,ST-54887186-DCM5,5
44256,ST-93508333-JCW5,5
44257,ST-45698339-JFS5,5
44258,ST-71142331-PLM23,23
44259,ST-18556896-JAH16,16
44260,ST-28379476-AJR15,15
44261,ST-76171838-GFM4,4
44262,ST-32713120-SLS12,12
44263,ST-99205521-EFW13,13
44264,ST-76839033-ZJW14,14
44265,ST-35753488-SJB16,16
44266,ST-98264866-GJC10,10
44267,ST-55954298-DAH8,8
44268,ST-94210823-GNN16,16
44269,ST-43875678-JIG9,9
44270,ST-72815628-CNG3,3
44271,ST-23033824-JTH6,6
44272,ST-96199726-ATC2,2
44273,ST-70029795-SRH1,1
44274,ST-18563686-AKP14,14
44275,ST-74909777-CTD1,1
44276,ST-26161119-KAM6,6
44277,ST-88951048-KJV19,19
44278,ST-51294871-ANB8,8
44279,ST-11911563-KKR18,18
44280,ST-95567079-MAB7,7
44281,ST-64472556-JAC19,19
44282,ST-10526675-CSB23,23
44283,ST-27559108-MSF1,1
44284,ST-95577850-JPG20,20
44285,ST-82132269-JCB17,17
44286,ST-47429983-HRM15,15
44287,ST-58397018-ALS14,14
44288,ST-86987872-JKH4,4
44289,ST-33550879-JLC20,20
44290,ST-49316172-JTB8,8
44291,ST-64292437-MCW22,22
44292,ST-92785346-CAL1,1
44293,ST-49226437-LTF17,17
44294,ST-44104807-AJJ14,14
44295,ST-45446679-KAE13,13
44296,ST-14254206-CJB5,5
44297,ST-71355672-JEP19,19
44298,ST-56407970-SJF9,9
44299,ST-15357063-LDP1,1
44300,ST-71261787-DLC10,10
44301,ST-96196713-BAS1,1
44302,ST-31494580-FMM3,3
44303,ST-58463121-JCW3,3
44304,ST-35253592-DJM15,15
44305,ST-17083457-CGM13,13
44306,ST-14661024-MML17,17
44307,ST-11628775-NPW2,2
44308,ST-43687362-DCV9,9
44309,ST-11829262-JTB8,8
44310,ST-38392431-JJM22,22
44311,ST-63345129-MML18,18
44312,ST-98091435-LKC21,21
44313,ST-42139317-CSL1,1
44314,ST-78489410-SDH14,14
44315,ST-10236857-TMS9,9
44316,ST-48787817-TNM10,10
44317,ST-96207011-MSM12,12
44318,ST-89197164-RWD1,1
44319,ST-85663264-JWF21,21
44320,ST-71889314-JBR1,1
44321,ST-14734095-RBR16,16
44322,ST-14504386-DMM11,11
